defect_id,strategy,detected,execution_time,defect_type,violation_count
J-051,structural_only,True,0.001,structural,1
J-051,metamorphic_only,False,0.0037,structural,0
J-051,combined,True,0.0037,structural,1
J-052,structural_only,True,0.001,structural,1
J-052,metamorphic_only,False,0.0037,structural,0
J-052,combined,True,0.0037,structural,1
J-053,structural_only,True,0.001,structural,1
J-053,metamorphic_only,False,0.0037,structural,0
J-053,combined,True,0.0037,structural,1
J-054,structural_only,True,0.001,structural,1
J-054,metamorphic_only,False,0.0037,structural,0
J-054,combined,True,0.0037,structural,1
J-055,structural_only,True,0.001,structural,1
J-055,metamorphic_only,False,0.0037,structural,0
J-055,combined,True,0.0037,structural,1
J-056,structural_only,True,0.001,structural,1
J-056,metamorphic_only,False,0.0037,structural,0
J-056,combined,True,0.0037,structural,1
J-057,structural_only,True,0.001,structural,1
J-057,metamorphic_only,False,0.0037,structural,0
J-057,combined,True,0.0037,structural,1
J-058,structural_only,True,0.001,structural,1
J-058,metamorphic_only,False,0.0037,structural,0
J-058,combined,True,0.0037,structural,1
J-059,structural_only,True,0.001,structural,1
J-059,metamorphic_only,False,0.0037,structural,0
J-059,combined,True,0.0037,structural,1
J-060,structural_only,True,0.001,structural,1
J-060,metamorphic_only,False,0.0037,structural,0
J-060,combined,True,0.0037,structural,1
J-061,structural_only,True,0.001,structural,1
J-061,metamorphic_only,False,0.0037,structural,0
J-061,combined,True,0.0037,structural,1
J-062,structural_only,True,0.001,structural,1
J-062,metamorphic_only,False,0.0037,structural,0
J-062,combined,True,0.0037,structural,1
J-063,structural_only,True,0.001,structural,1
J-063,metamorphic_only,False,0.0037,structural,0
J-063,combined,True,0.0037,structural,1
J-064,structural_only,True,0.001,structural,1
J-064,metamorphic_only,False,0.0037,structural,0
J-064,combined,True,0.0037,structural,1
J-065,structural_only,True,0.001,structural,1
J-065,metamorphic_only,False,0.0037,structural,0
J-065,combined,True,0.0037,structural,1
J-066,structural_only,True,0.001,structural,1
J-066,metamorphic_only,False,0.0037,structural,0
J-066,combined,True,0.0037,structural,1
J-067,structural_only,True,0.001,structural,1
J-067,metamorphic_only,False,0.0037,structural,0
J-067,combined,True,0.0037,structural,1
J-068,structural_only,True,0.001,structural,1
J-068,metamorphic_only,False,0.0037,structural,0
J-068,combined,True,0.0037,structural,1
J-069,structural_only,True,0.001,structural,1
J-069,metamorphic_only,False,0.0037,structural,0
J-069,combined,True,0.0037,structural,1
J-070,structural_only,True,0.001,structural,1
J-070,metamorphic_only,False,0.0037,structural,0
J-070,combined,True,0.0037,structural,1
J-071,structural_only,True,0.001,structural,1
J-071,metamorphic_only,False,0.0037,structural,0
J-071,combined,True,0.0037,structural,1
J-072,structural_only,True,0.001,structural,1
J-072,metamorphic_only,False,0.0037,structural,0
J-072,combined,True,0.0037,structural,1
J-073,structural_only,True,0.001,structural,1
J-073,metamorphic_only,False,0.0037,structural,0
J-073,combined,True,0.0037,structural,1
J-074,structural_only,True,0.001,structural,1
J-074,metamorphic_only,False,0.0037,structural,0
J-074,combined,True,0.0037,structural,1
J-075,structural_only,True,0.001,structural,1
J-075,metamorphic_only,False,0.0037,structural,0
J-075,combined,True,0.0037,structural,1
J-076,structural_only,True,0.001,structural,1
J-076,metamorphic_only,False,0.0037,structural,0
J-076,combined,True,0.0037,structural,1
J-077,structural_only,True,0.001,structural,1
J-077,metamorphic_only,False,0.0037,structural,0
J-077,combined,True,0.0037,structural,1
J-078,structural_only,True,0.001,structural,1
J-078,metamorphic_only,False,0.0037,structural,0
J-078,combined,True,0.0037,structural,1
J-079,structural_only,True,0.001,structural,1
J-079,metamorphic_only,False,0.0037,structural,0
J-079,combined,True,0.0037,structural,1
J-080,structural_only,True,0.001,structural,1
J-080,metamorphic_only,False,0.0037,structural,0
J-080,combined,True,0.0037,structural,1
J-081,structural_only,True,0.001,structural,1
J-081,metamorphic_only,False,0.0037,structural,0
J-081,combined,True,0.0037,structural,1
J-082,structural_only,True,0.001,structural,1
J-082,metamorphic_only,False,0.0037,structural,0
J-082,combined,True,0.0037,structural,1
J-083,structural_only,True,0.001,structural,1
J-083,metamorphic_only,False,0.0037,structural,0
J-083,combined,True,0.0037,structural,1
J-084,structural_only,True,0.001,structural,1
J-084,metamorphic_only,False,0.0037,structural,0
J-084,combined,True,0.0037,structural,1
J-085,structural_only,True,0.001,structural,1
J-085,metamorphic_only,False,0.0037,structural,0
J-085,combined,True,0.0037,structural,1
J-086,structural_only,True,0.001,structural,1
J-086,metamorphic_only,False,0.0037,structural,0
J-086,combined,True,0.0037,structural,1
J-087,structural_only,True,0.001,structural,1
J-087,metamorphic_only,False,0.0037,structural,0
J-087,combined,True,0.0037,structural,1
J-088,structural_only,True,0.001,structural,1
J-088,metamorphic_only,False,0.0037,structural,0
J-088,combined,True,0.0037,structural,1
J-089,structural_only,True,0.001,structural,1
J-089,metamorphic_only,False,0.0037,structural,0
J-089,combined,True,0.0037,structural,1
J-090,structural_only,True,0.001,structural,1
J-090,metamorphic_only,False,0.0037,structural,0
J-090,combined,True,0.0037,structural,1
J-091,structural_only,True,0.001,structural,1
J-091,metamorphic_only,False,0.0037,structural,0
J-091,combined,True,0.0037,structural,1
J-092,structural_only,True,0.001,structural,1
J-092,metamorphic_only,False,0.0037,structural,0
J-092,combined,True,0.0037,structural,1
J-093,structural_only,True,0.001,structural,1
J-093,metamorphic_only,False,0.0037,structural,0
J-093,combined,True,0.0037,structural,1
J-094,structural_only,True,0.001,structural,1
J-094,metamorphic_only,False,0.0037,structural,0
J-094,combined,True,0.0037,structural,1
J-095,structural_only,True,0.001,structural,1
J-095,metamorphic_only,False,0.0037,structural,0
J-095,combined,True,0.0037,structural,1
J-096,structural_only,True,0.001,structural,1
J-096,metamorphic_only,False,0.0037,structural,0
J-096,combined,True,0.0037,structural,1
J-097,structural_only,True,0.001,structural,1
J-097,metamorphic_only,False,0.0037,structural,0
J-097,combined,True,0.0037,structural,1
J-098,structural_only,True,0.001,structural,1
J-098,metamorphic_only,False,0.0037,structural,0
J-098,combined,True,0.0037,structural,1
J-099,structural_only,True,0.001,structural,1
J-099,metamorphic_only,False,0.0037,structural,0
J-099,combined,True,0.0037,structural,1
J-100,structural_only,True,0.001,structural,1
J-100,metamorphic_only,False,0.0037,structural,0
J-100,combined,True,0.0037,structural,1
J-101,structural_only,True,0.001,structural,1
J-101,metamorphic_only,False,0.0037,structural,0
J-101,combined,True,0.0037,structural,1
J-102,structural_only,True,0.001,structural,1
J-102,metamorphic_only,False,0.0037,structural,0
J-102,combined,True,0.0037,structural,1
J-103,structural_only,True,0.001,structural,1
J-103,metamorphic_only,False,0.0037,structural,0
J-103,combined,True,0.0037,structural,1
J-104,structural_only,True,0.001,structural,1
J-104,metamorphic_only,False,0.0037,structural,0
J-104,combined,True,0.0037,structural,1
J-105,structural_only,True,0.001,structural,1
J-105,metamorphic_only,False,0.0037,structural,0
J-105,combined,True,0.0037,structural,1
J-106,structural_only,True,0.001,structural,1
J-106,metamorphic_only,False,0.0037,structural,0
J-106,combined,True,0.0037,structural,1
J-107,structural_only,True,0.001,structural,1
J-107,metamorphic_only,False,0.0037,structural,0
J-107,combined,True,0.0037,structural,1
J-108,structural_only,True,0.001,structural,1
J-108,metamorphic_only,False,0.0037,structural,0
J-108,combined,True,0.0037,structural,1
J-109,structural_only,True,0.001,structural,1
J-109,metamorphic_only,False,0.0037,structural,0
J-109,combined,True,0.0037,structural,1
J-110,structural_only,True,0.001,structural,1
J-110,metamorphic_only,False,0.0037,structural,0
J-110,combined,True,0.0037,structural,1
J-111,structural_only,True,0.001,structural,1
J-111,metamorphic_only,False,0.0037,structural,0
J-111,combined,True,0.0037,structural,1
J-112,structural_only,True,0.001,structural,1
J-112,metamorphic_only,False,0.0037,structural,0
J-112,combined,True,0.0037,structural,1
J-113,structural_only,True,0.001,structural,1
J-113,metamorphic_only,False,0.0037,structural,0
J-113,combined,True,0.0037,structural,1
J-114,structural_only,True,0.001,structural,1
J-114,metamorphic_only,False,0.0037,structural,0
J-114,combined,True,0.0037,structural,1
J-115,structural_only,True,0.001,structural,1
J-115,metamorphic_only,False,0.0037,structural,0
J-115,combined,True,0.0037,structural,1
J-116,structural_only,True,0.001,structural,1
J-116,metamorphic_only,False,0.0037,structural,0
J-116,combined,True,0.0037,structural,1
J-117,structural_only,True,0.001,structural,1
J-117,metamorphic_only,False,0.0037,structural,0
J-117,combined,True,0.0037,structural,1
J-118,structural_only,True,0.001,structural,1
J-118,metamorphic_only,False,0.0037,structural,0
J-118,combined,True,0.0037,structural,1
J-119,structural_only,True,0.001,structural,1
J-119,metamorphic_only,False,0.0037,structural,0
J-119,combined,True,0.0037,structural,1
J-120,structural_only,True,0.001,structural,1
J-120,metamorphic_only,False,0.0037,structural,0
J-120,combined,True,0.0037,structural,1
J-121,structural_only,True,0.001,structural,1
J-121,metamorphic_only,False,0.0037,structural,0
J-121,combined,True,0.0037,structural,1
J-122,structural_only,True,0.001,structural,1
J-122,metamorphic_only,False,0.0037,structural,0
J-122,combined,True,0.0037,structural,1
J-123,structural_only,True,0.001,structural,1
J-123,metamorphic_only,False,0.0037,structural,0
J-123,combined,True,0.0037,structural,1
J-124,structural_only,True,0.001,structural,1
J-124,metamorphic_only,False,0.0037,structural,0
J-124,combined,True,0.0037,structural,1
J-125,structural_only,True,0.001,structural,1
J-125,metamorphic_only,False,0.0037,structural,0
J-125,combined,True,0.0037,structural,1
J-126,structural_only,True,0.001,structural,1
J-126,metamorphic_only,False,0.0037,structural,0
J-126,combined,True,0.0037,structural,1
J-127,structural_only,True,0.001,structural,1
J-127,metamorphic_only,False,0.0037,structural,0
J-127,combined,True,0.0037,structural,1
J-128,structural_only,True,0.001,structural,1
J-128,metamorphic_only,False,0.0037,structural,0
J-128,combined,True,0.0037,structural,1
J-129,structural_only,True,0.001,structural,1
J-129,metamorphic_only,False,0.0037,structural,0
J-129,combined,True,0.0037,structural,1
J-130,structural_only,True,0.001,structural,1
J-130,metamorphic_only,False,0.0037,structural,0
J-130,combined,True,0.0037,structural,1
J-131,structural_only,True,0.001,structural,1
J-131,metamorphic_only,False,0.0037,structural,0
J-131,combined,True,0.0037,structural,1
J-132,structural_only,True,0.001,structural,1
J-132,metamorphic_only,False,0.0037,structural,0
J-132,combined,True,0.0037,structural,1
J-133,structural_only,True,0.001,structural,1
J-133,metamorphic_only,False,0.0037,structural,0
J-133,combined,True,0.0037,structural,1
J-134,structural_only,True,0.001,structural,1
J-134,metamorphic_only,False,0.0037,structural,0
J-134,combined,True,0.0037,structural,1
J-135,structural_only,True,0.001,structural,1
J-135,metamorphic_only,False,0.0037,structural,0
J-135,combined,True,0.0037,structural,1
J-136,structural_only,True,0.001,structural,1
J-136,metamorphic_only,False,0.0037,structural,0
J-136,combined,True,0.0037,structural,1
J-137,structural_only,True,0.001,structural,1
J-137,metamorphic_only,False,0.0037,structural,0
J-137,combined,True,0.0037,structural,1
J-138,structural_only,True,0.001,structural,1
J-138,metamorphic_only,False,0.0037,structural,0
J-138,combined,True,0.0037,structural,1
J-139,structural_only,True,0.001,structural,1
J-139,metamorphic_only,False,0.0037,structural,0
J-139,combined,True,0.0037,structural,1
J-140,structural_only,True,0.001,structural,1
J-140,metamorphic_only,False,0.0037,structural,0
J-140,combined,True,0.0037,structural,1
J-141,structural_only,True,0.001,structural,1
J-141,metamorphic_only,False,0.0037,structural,0
J-141,combined,True,0.0037,structural,1
J-142,structural_only,True,0.001,structural,1
J-142,metamorphic_only,False,0.0037,structural,0
J-142,combined,True,0.0037,structural,1
J-143,structural_only,True,0.001,structural,1
J-143,metamorphic_only,False,0.0037,structural,0
J-143,combined,True,0.0037,structural,1
J-144,structural_only,True,0.001,structural,1
J-144,metamorphic_only,False,0.0037,structural,0
J-144,combined,True,0.0037,structural,1
J-145,structural_only,True,0.001,structural,1
J-145,metamorphic_only,False,0.0037,structural,0
J-145,combined,True,0.0037,structural,1
J-146,structural_only,True,0.001,structural,1
J-146,metamorphic_only,False,0.0037,structural,0
J-146,combined,True,0.0037,structural,1
J-147,structural_only,True,0.001,structural,1
J-147,metamorphic_only,False,0.0037,structural,0
J-147,combined,True,0.0037,structural,1
J-148,structural_only,True,0.001,structural,1
J-148,metamorphic_only,False,0.0037,structural,0
J-148,combined,True,0.0037,structural,1
J-149,structural_only,True,0.001,structural,1
J-149,metamorphic_only,False,0.0037,structural,0
J-149,combined,True,0.0037,structural,1
J-150,structural_only,True,0.001,structural,1
J-150,metamorphic_only,False,0.0037,structural,0
J-150,combined,True,0.0037,structural,1
J-151,structural_only,True,0.001,structural,1
J-151,metamorphic_only,False,0.0037,structural,0
J-151,combined,True,0.0037,structural,1
J-152,structural_only,True,0.001,structural,1
J-152,metamorphic_only,False,0.0037,structural,0
J-152,combined,True,0.0037,structural,1
J-153,structural_only,True,0.001,structural,1
J-153,metamorphic_only,False,0.0037,structural,0
J-153,combined,True,0.0037,structural,1
J-154,structural_only,True,0.001,structural,1
J-154,metamorphic_only,False,0.0037,structural,0
J-154,combined,True,0.0037,structural,1
J-155,structural_only,True,0.001,structural,1
J-155,metamorphic_only,False,0.0037,structural,0
J-155,combined,True,0.0037,structural,1
J-156,structural_only,True,0.001,structural,1
J-156,metamorphic_only,False,0.0037,structural,0
J-156,combined,True,0.0037,structural,1
J-157,structural_only,True,0.001,structural,1
J-157,metamorphic_only,False,0.0037,structural,0
J-157,combined,True,0.0037,structural,1
J-158,structural_only,True,0.001,structural,1
J-158,metamorphic_only,False,0.0037,structural,0
J-158,combined,True,0.0037,structural,1
J-159,structural_only,True,0.001,structural,1
J-159,metamorphic_only,False,0.0037,structural,0
J-159,combined,True,0.0037,structural,1
J-160,structural_only,True,0.001,structural,1
J-160,metamorphic_only,False,0.0037,structural,0
J-160,combined,True,0.0037,structural,1
J-161,structural_only,True,0.001,structural,1
J-161,metamorphic_only,False,0.0037,structural,0
J-161,combined,True,0.0037,structural,1
J-162,structural_only,True,0.001,structural,1
J-162,metamorphic_only,False,0.0037,structural,0
J-162,combined,True,0.0037,structural,1
J-163,structural_only,True,0.001,structural,1
J-163,metamorphic_only,False,0.0037,structural,0
J-163,combined,True,0.0037,structural,1
J-164,structural_only,True,0.001,structural,1
J-164,metamorphic_only,False,0.0037,structural,0
J-164,combined,True,0.0037,structural,1
J-165,structural_only,True,0.001,structural,1
J-165,metamorphic_only,False,0.0037,structural,0
J-165,combined,True,0.0037,structural,1
J-166,structural_only,True,0.001,structural,1
J-166,metamorphic_only,False,0.0037,structural,0
J-166,combined,True,0.0037,structural,1
J-167,structural_only,True,0.001,structural,1
J-167,metamorphic_only,False,0.0037,structural,0
J-167,combined,True,0.0037,structural,1
J-168,structural_only,True,0.001,structural,1
J-168,metamorphic_only,False,0.0037,structural,0
J-168,combined,True,0.0037,structural,1
J-169,structural_only,True,0.001,structural,1
J-169,metamorphic_only,False,0.0037,structural,0
J-169,combined,True,0.0037,structural,1
J-170,structural_only,True,0.001,structural,1
J-170,metamorphic_only,False,0.0037,structural,0
J-170,combined,True,0.0037,structural,1
J-171,structural_only,True,0.001,structural,1
J-171,metamorphic_only,False,0.0037,structural,0
J-171,combined,True,0.0037,structural,1
J-172,structural_only,True,0.001,structural,1
J-172,metamorphic_only,False,0.0037,structural,0
J-172,combined,True,0.0037,structural,1
J-173,structural_only,True,0.001,structural,1
J-173,metamorphic_only,False,0.0037,structural,0
J-173,combined,True,0.0037,structural,1
J-174,structural_only,True,0.001,structural,1
J-174,metamorphic_only,False,0.0037,structural,0
J-174,combined,True,0.0037,structural,1
J-175,structural_only,True,0.001,structural,1
J-175,metamorphic_only,False,0.0037,structural,0
J-175,combined,True,0.0037,structural,1
J-176,structural_only,False,0.001,metamorphic,0
J-176,metamorphic_only,True,0.0037,metamorphic,1
J-176,combined,True,0.0037,metamorphic,1
J-177,structural_only,False,0.001,metamorphic,0
J-177,metamorphic_only,True,0.0037,metamorphic,1
J-177,combined,True,0.0037,metamorphic,1
J-178,structural_only,False,0.001,metamorphic,0
J-178,metamorphic_only,True,0.0037,metamorphic,1
J-178,combined,True,0.0037,metamorphic,1
J-179,structural_only,False,0.001,metamorphic,0
J-179,metamorphic_only,True,0.0037,metamorphic,1
J-179,combined,True,0.0037,metamorphic,1
J-180,structural_only,False,0.001,metamorphic,0
J-180,metamorphic_only,True,0.0037,metamorphic,1
J-180,combined,True,0.0037,metamorphic,1
J-181,structural_only,False,0.001,metamorphic,0
J-181,metamorphic_only,True,0.0037,metamorphic,1
J-181,combined,True,0.0037,metamorphic,1
J-182,structural_only,False,0.001,metamorphic,0
J-182,metamorphic_only,True,0.0037,metamorphic,1
J-182,combined,True,0.0037,metamorphic,1
J-183,structural_only,False,0.001,metamorphic,0
J-183,metamorphic_only,True,0.0037,metamorphic,1
J-183,combined,True,0.0037,metamorphic,1
J-184,structural_only,False,0.001,metamorphic,0
J-184,metamorphic_only,True,0.0037,metamorphic,1
J-184,combined,True,0.0037,metamorphic,1
J-185,structural_only,False,0.001,metamorphic,0
J-185,metamorphic_only,True,0.0037,metamorphic,1
J-185,combined,True,0.0037,metamorphic,1
J-186,structural_only,False,0.001,metamorphic,0
J-186,metamorphic_only,True,0.0037,metamorphic,1
J-186,combined,True,0.0037,metamorphic,1
J-187,structural_only,False,0.001,metamorphic,0
J-187,metamorphic_only,True,0.0037,metamorphic,1
J-187,combined,True,0.0037,metamorphic,1
J-188,structural_only,False,0.001,metamorphic,0
J-188,metamorphic_only,True,0.0037,metamorphic,1
J-188,combined,True,0.0037,metamorphic,1
J-189,structural_only,False,0.001,metamorphic,0
J-189,metamorphic_only,True,0.0037,metamorphic,1
J-189,combined,True,0.0037,metamorphic,1
J-190,structural_only,False,0.001,metamorphic,0
J-190,metamorphic_only,True,0.0037,metamorphic,1
J-190,combined,True,0.0037,metamorphic,1
J-191,structural_only,False,0.001,metamorphic,0
J-191,metamorphic_only,True,0.0037,metamorphic,1
J-191,combined,True,0.0037,metamorphic,1
J-192,structural_only,False,0.001,metamorphic,0
J-192,metamorphic_only,True,0.0037,metamorphic,1
J-192,combined,True,0.0037,metamorphic,1
J-193,structural_only,False,0.001,metamorphic,0
J-193,metamorphic_only,True,0.0037,metamorphic,1
J-193,combined,True,0.0037,metamorphic,1
J-194,structural_only,False,0.001,metamorphic,0
J-194,metamorphic_only,True,0.0037,metamorphic,1
J-194,combined,True,0.0037,metamorphic,1
J-195,structural_only,False,0.001,metamorphic,0
J-195,metamorphic_only,True,0.0037,metamorphic,1
J-195,combined,True,0.0037,metamorphic,1
J-196,structural_only,False,0.001,metamorphic,0
J-196,metamorphic_only,True,0.0037,metamorphic,1
J-196,combined,True,0.0037,metamorphic,1
J-197,structural_only,False,0.001,metamorphic,0
J-197,metamorphic_only,True,0.0037,metamorphic,1
J-197,combined,True,0.0037,metamorphic,1
J-198,structural_only,False,0.001,metamorphic,0
J-198,metamorphic_only,True,0.0037,metamorphic,1
J-198,combined,True,0.0037,metamorphic,1
J-199,structural_only,False,0.001,metamorphic,0
J-199,metamorphic_only,True,0.0037,metamorphic,1
J-199,combined,True,0.0037,metamorphic,1
J-200,structural_only,False,0.001,metamorphic,0
J-200,metamorphic_only,True,0.0037,metamorphic,1
J-200,combined,True,0.0037,metamorphic,1
J-201,structural_only,False,0.001,metamorphic,0
J-201,metamorphic_only,True,0.0037,metamorphic,1
J-201,combined,True,0.0037,metamorphic,1
J-202,structural_only,False,0.001,metamorphic,0
J-202,metamorphic_only,True,0.0037,metamorphic,1
J-202,combined,True,0.0037,metamorphic,1
J-203,structural_only,False,0.001,metamorphic,0
J-203,metamorphic_only,True,0.0037,metamorphic,1
J-203,combined,True,0.0037,metamorphic,1
J-204,structural_only,False,0.001,metamorphic,0
J-204,metamorphic_only,True,0.0037,metamorphic,1
J-204,combined,True,0.0037,metamorphic,1
J-205,structural_only,False,0.001,metamorphic,0
J-205,metamorphic_only,True,0.0037,metamorphic,1
J-205,combined,True,0.0037,metamorphic,1
J-206,structural_only,False,0.001,metamorphic,0
J-206,metamorphic_only,True,0.0037,metamorphic,1
J-206,combined,True,0.0037,metamorphic,1
J-207,structural_only,False,0.001,metamorphic,0
J-207,metamorphic_only,True,0.0037,metamorphic,1
J-207,combined,True,0.0037,metamorphic,1
J-208,structural_only,False,0.001,metamorphic,0
J-208,metamorphic_only,True,0.0037,metamorphic,1
J-208,combined,True,0.0037,metamorphic,1
J-209,structural_only,False,0.001,metamorphic,0
J-209,metamorphic_only,True,0.0037,metamorphic,1
J-209,combined,True,0.0037,metamorphic,1
J-210,structural_only,False,0.001,metamorphic,0
J-210,metamorphic_only,True,0.0037,metamorphic,1
J-210,combined,True,0.0037,metamorphic,1
J-211,structural_only,False,0.001,metamorphic,0
J-211,metamorphic_only,True,0.0037,metamorphic,1
J-211,combined,True,0.0037,metamorphic,1
J-212,structural_only,False,0.001,metamorphic,0
J-212,metamorphic_only,True,0.0037,metamorphic,1
J-212,combined,True,0.0037,metamorphic,1
J-213,structural_only,False,0.001,metamorphic,0
J-213,metamorphic_only,True,0.0037,metamorphic,1
J-213,combined,True,0.0037,metamorphic,1
J-214,structural_only,False,0.001,metamorphic,0
J-214,metamorphic_only,True,0.0037,metamorphic,1
J-214,combined,True,0.0037,metamorphic,1
J-215,structural_only,False,0.001,metamorphic,0
J-215,metamorphic_only,True,0.0037,metamorphic,1
J-215,combined,True,0.0037,metamorphic,1
J-216,structural_only,False,0.001,metamorphic,0
