JointLoRA-KV: Locret heads receiving CE gradients — epoch 1, step 0, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 28, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 29, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 30, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 31, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 32, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 33, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 34, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 35, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 36, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 37, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 38, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 39, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 40, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 41, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 42, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 43, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 44, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 45, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 46, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 47, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 48, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 49, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 50, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 51, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 52, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 53, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 54, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 55, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 56, locret_grad_norm=0.0000
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 57, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 58, locret_grad_norm=0.0005
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 59, locret_grad_norm=0.0049
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 60, locret_grad_norm=0.0007
JointLoRA-KV: Locret heads receiving CE gradients — epoch 2, step 61, locret_grad_norm=0.0064
Epoch 2: avg_loss=1.1119, locret_grad_norm=0.0002
  → epoch 2/3 done, loss=1.1119
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 0, locret_grad_norm=0.0076
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 1, locret_grad_norm=0.0045
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 2, locret_grad_norm=0.0027
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 3, locret_grad_norm=0.0018
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 4, locret_grad_norm=0.0328
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 5, locret_grad_norm=0.0023
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 6, locret_grad_norm=0.0040
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 7, locret_grad_norm=0.0266
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 8, locret_grad_norm=0.0097
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 9, locret_grad_norm=0.0215
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 10, locret_grad_norm=0.0184
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 11, locret_grad_norm=0.0010
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 12, locret_grad_norm=0.0010
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 13, locret_grad_norm=0.0012
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 14, locret_grad_norm=0.0006
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 15, locret_grad_norm=0.0004
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 16, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 17, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 18, locret_grad_norm=0.0004
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 19, locret_grad_norm=0.0005
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 20, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 21, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 22, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 23, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 24, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 25, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 26, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 27, locret_grad_norm=0.0004
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 28, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 29, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 30, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 31, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 32, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 33, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 34, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 35, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 36, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 37, locret_grad_norm=0.0006
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 38, locret_grad_norm=0.0004
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 39, locret_grad_norm=0.0004
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 40, locret_grad_norm=0.0006
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 41, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 42, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 43, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 44, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 45, locret_grad_norm=0.0006
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 46, locret_grad_norm=0.0001
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 47, locret_grad_norm=0.0011
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 48, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 49, locret_grad_norm=0.0012
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 50, locret_grad_norm=0.0006
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 51, locret_grad_norm=0.0012
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 52, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 53, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 54, locret_grad_norm=0.0004
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 55, locret_grad_norm=0.0002
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 56, locret_grad_norm=0.0021
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 57, locret_grad_norm=0.0015
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 58, locret_grad_norm=0.0012
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 59, locret_grad_norm=0.0016
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 60, locret_grad_norm=0.0003
JointLoRA-KV: Locret heads receiving CE gradients — epoch 3, step 61, locret_grad_norm=0.0009
Epoch 3: avg_loss=1.1579, locret_grad_norm=0.0025
  → epoch 3/3 done, loss=1.1579
