paper_id,benchmark,publication_date,first_reproduction_date,reproduced_within_12m,time_to_reproduction_days,env_file,pinned_deps,dockerfile,doc_score,pub_year,log_model_params,benchmark_family,task_domain,included_in_analysis
paper_0026,WMT,2022-11-01,2023-12-06,False,400,False,False,True,1,2022,8.102721718959272,WMT,Reinforcement Learning,True
paper_0027,ImageNet,2019-04-01,2020-01-14,True,288,True,False,False,1,2019,5.128198361251936,ImageNet,Reinforcement Learning,True
paper_0028,WikiText,2022-06-01,2022-08-11,True,71,True,True,True,3,2022,4.9984632135856515,WikiText,Speech,True
paper_0029,SuperGLUE,2023-12-01,2024-01-13,True,43,True,True,True,3,2023,4.239374823094887,SuperGLUE,Speech,True
paper_0030,WikiText,2023-02-01,2024-03-07,False,400,False,False,False,0,2023,11.686827516641067,WikiText,NLP,True
paper_0031,SuperGLUE,2020-07-01,2020-10-09,True,100,False,False,False,0,2020,7.132116801979897,SuperGLUE,Computer Vision,True
paper_0032,ImageNet,2022-05-01,2023-06-05,False,400,False,False,False,0,2022,4.775545385650953,ImageNet,Reinforcement Learning,True
paper_0033,ImageNet,2021-12-01,2021-12-09,True,8,True,True,False,2,2021,8.457940864460875,ImageNet,NLP,True
paper_0034,WikiText,2020-05-01,2020-07-31,True,91,True,True,False,2,2020,6.134816686877838,WikiText,NLP,True
paper_0035,CIFAR-100,2022-04-01,2023-05-06,False,400,True,False,False,1,2022,12.695993856900646,CIFAR-100,Reinforcement Learning,True
paper_0036,SuperGLUE,2022-01-01,2022-10-28,True,300,True,False,True,2,2022,9.324261349042093,SuperGLUE,Reinforcement Learning,True
paper_0037,COCO,2021-10-01,2022-04-25,True,206,True,True,True,3,2021,6.754600960358813,COCO,Speech,True
paper_0038,PTB,2023-05-01,2024-06-04,False,400,False,False,False,0,2023,10.905100494924742,PTB,Reinforcement Learning,True
paper_0039,ImageNet,2021-05-01,2022-06-05,False,400,False,False,True,1,2021,5.558859791436291,ImageNet,Speech,True
paper_0040,SQuAD,2021-11-01,2022-12-06,False,400,True,True,False,2,2021,9.861868167948158,SQuAD,Computer Vision,True
paper_0041,SQuAD,2022-04-01,2023-05-06,False,400,False,False,True,1,2022,9.96804708912618,SQuAD,NLP,True
paper_0042,CIFAR-10,2023-09-01,2024-10-05,False,400,True,True,False,2,2023,5.606679061572956,CIFAR-10,Computer Vision,True
paper_0043,ImageNet,2022-10-01,2023-11-05,False,400,True,True,True,3,2022,8.809165790235049,ImageNet,Computer Vision,True
paper_0044,ImageNet,2022-06-01,2023-06-01,True,365,True,True,False,2,2022,7.53259364137199,ImageNet,NLP,True
paper_0045,WikiText,2023-06-01,2024-01-06,True,219,True,True,True,3,2023,10.720222732496342,WikiText,NLP,True
paper_0046,SQuAD,2023-09-01,2024-05-03,True,245,True,True,False,2,2023,4.170185260780956,SQuAD,Computer Vision,True
paper_0047,SuperGLUE,2021-10-01,2022-11-05,False,400,False,False,False,0,2021,7.90950075252136,SuperGLUE,Reinforcement Learning,True
paper_0048,WMT,2022-01-01,2022-06-27,True,177,True,True,False,2,2022,8.108701155877142,WMT,Speech,True
paper_0049,COCO,2020-10-01,2020-12-28,True,88,True,False,False,1,2020,6.383403429289697,COCO,Reinforcement Learning,True
paper_0050,WMT,2022-03-01,2023-04-05,False,400,False,False,True,1,2022,8.724952917610604,WMT,NLP,True
paper_0051,ImageNet,2023-02-01,2024-02-01,True,365,True,True,True,3,2023,8.379169840321177,ImageNet,Speech,True
paper_0052,CIFAR-10,2021-01-01,2021-01-03,True,2,True,False,True,2,2021,8.557446069941323,CIFAR-10,NLP,True
paper_0053,PTB,2023-03-01,2023-04-21,True,51,True,True,True,3,2023,9.615111263210858,PTB,NLP,True
paper_0054,CIFAR-10,2019-08-01,2020-09-04,False,400,False,False,False,0,2019,7.484195670912913,CIFAR-10,NLP,True
paper_0055,PTB,2019-11-01,2020-12-05,False,400,True,True,True,3,2019,6.861347738902444,PTB,Computer Vision,True
paper_0056,COCO,2020-06-01,2021-07-06,False,400,False,False,False,0,2020,10.737263115064698,COCO,NLP,True
paper_0057,WikiText,2022-12-01,2023-02-02,True,63,True,True,True,3,2022,7.092406670055688,WikiText,Speech,True
paper_0058,SQuAD,2019-06-01,2019-10-01,True,122,True,True,False,2,2019,9.1722112094468,SQuAD,Speech,True
paper_0059,COCO,2023-03-01,2024-04-04,False,400,False,False,False,0,2023,8.975346549846588,COCO,Computer Vision,True
paper_0060,WikiText,2019-01-01,2019-05-18,True,137,False,False,False,0,2019,6.414254335475311,WikiText,NLP,True
paper_0061,WikiText,2024-01-01,2025-02-04,False,400,True,True,True,3,2024,8.427959821468445,WikiText,Reinforcement Learning,True
paper_0062,COCO,2022-07-01,2022-11-14,True,136,True,True,False,2,2022,5.543891961752752,COCO,Computer Vision,True
paper_0063,COCO,2023-12-01,2025-01-04,False,400,False,False,False,0,2023,6.430976212373395,COCO,NLP,True
paper_0064,WikiText,2023-06-01,2024-07-05,False,400,True,False,False,1,2023,9.152349198942202,WikiText,NLP,True
paper_0065,WMT,2022-04-01,2023-05-06,False,400,False,False,True,1,2022,9.763279513898901,WMT,NLP,True
paper_0066,CIFAR-100,2022-11-01,2023-12-06,False,400,True,True,True,3,2022,5.728269004985506,CIFAR-100,Speech,True
paper_0067,CIFAR-10,2021-08-01,2022-08-01,True,365,True,True,False,2,2021,7.0257492324706075,CIFAR-10,Speech,True
paper_0068,WMT,2023-06-01,2024-07-05,False,400,True,True,True,3,2023,6.184872675916804,WMT,Computer Vision,True
paper_0069,WMT,2023-05-01,2023-06-07,True,37,True,True,True,3,2023,11.566225670750114,WMT,Reinforcement Learning,True
paper_0070,SQuAD,2022-11-01,2023-11-01,True,365,True,True,False,2,2022,6.191366749791182,SQuAD,Computer Vision,True
paper_0071,PTB,2019-05-01,2020-06-04,False,400,True,True,True,3,2019,8.45932492846628,PTB,Computer Vision,True
paper_0072,SuperGLUE,2023-12-01,2024-11-30,True,365,False,False,False,0,2023,8.929033210485699,SuperGLUE,Reinforcement Learning,True
paper_0073,SQuAD,2023-11-01,2024-08-12,True,285,True,False,False,1,2023,8.706315246445332,SQuAD,Computer Vision,True
paper_0074,CIFAR-10,2022-02-01,2022-12-03,True,305,False,False,False,0,2022,8.486913021399776,CIFAR-10,Reinforcement Learning,True
paper_0075,SuperGLUE,2023-07-01,2023-11-14,True,136,True,True,False,2,2023,11.352874624550566,SuperGLUE,Reinforcement Learning,True
paper_0076,ImageNet,2022-04-01,2023-05-06,False,400,False,False,True,1,2022,6.470417226089099,ImageNet,Reinforcement Learning,True
paper_0077,WikiText,2020-04-01,2020-08-30,True,151,True,True,True,3,2020,10.01978992209932,WikiText,Computer Vision,True
paper_0078,COCO,2020-04-01,2021-05-06,False,400,True,False,True,2,2020,6.042472568435385,COCO,Speech,True
paper_0079,CIFAR-10,2024-06-01,2024-07-17,True,46,True,True,True,3,2024,5.510690593377166,CIFAR-10,Speech,True
paper_0080,GLUE,2022-12-01,2024-01-05,False,400,False,False,True,1,2022,7.1202714247691645,GLUE,Reinforcement Learning,True
paper_0081,CIFAR-10,2021-08-01,2022-06-27,True,330,True,True,True,3,2021,5.720491143686588,CIFAR-10,Computer Vision,True
paper_0082,PTB,2019-09-01,2019-10-12,True,41,False,False,True,1,2019,9.047905334215587,PTB,Computer Vision,True
paper_0083,SQuAD,2022-11-01,2023-12-06,False,400,True,False,False,1,2022,2.4307287104357993,SQuAD,NLP,True
paper_0084,COCO,2022-06-01,2022-07-15,True,44,False,False,False,0,2022,7.685572213271098,COCO,Computer Vision,True
paper_0085,CIFAR-10,2020-07-01,2020-12-10,True,162,True,True,False,2,2020,8.351913314442488,CIFAR-10,Speech,True
paper_0086,ImageNet,2022-08-01,2023-01-07,True,159,False,False,True,1,2022,6.906282117519216,ImageNet,NLP,True
paper_0087,CIFAR-10,2020-08-01,2021-09-05,False,400,True,True,True,3,2020,0.8635894012802359,CIFAR-10,Speech,True
paper_0088,CIFAR-100,2023-07-01,2024-08-04,False,400,True,False,True,2,2023,8.250092062332893,CIFAR-100,Computer Vision,True
paper_0089,CIFAR-100,2022-03-01,2022-09-07,True,190,True,False,False,1,2022,8.298010733800648,CIFAR-100,NLP,True
paper_0090,SQuAD,2022-01-01,2022-02-11,True,41,True,True,True,3,2022,6.198934229625713,SQuAD,Reinforcement Learning,True
paper_0091,COCO,2021-10-01,2022-11-05,False,400,False,False,True,1,2021,7.630195727114022,COCO,Speech,True
paper_0092,CIFAR-100,2021-04-01,2022-04-01,True,365,True,False,True,2,2021,3.660244625918283,CIFAR-100,Computer Vision,True
paper_0093,PTB,2021-08-01,2022-03-05,True,216,True,True,True,3,2021,10.692088414929435,PTB,Speech,True
paper_0094,WMT,2022-05-01,2023-06-05,False,400,False,False,True,1,2022,7.555210560224316,WMT,NLP,True
paper_0095,SuperGLUE,2023-05-01,2023-05-02,True,1,True,True,False,2,2023,6.641516166573122,SuperGLUE,Speech,True
paper_0096,WikiText,2024-10-01,2025-01-02,True,93,True,True,True,3,2024,10.028740130036262,WikiText,NLP,True
paper_0097,CIFAR-100,2020-05-01,2021-06-05,False,400,False,False,False,0,2020,8.397116725792584,CIFAR-100,Speech,True
paper_0098,CIFAR-100,2024-05-01,2025-06-05,False,400,True,True,False,2,2024,13.26476412967478,CIFAR-100,Computer Vision,True
paper_0099,COCO,2024-11-01,2025-12-06,False,400,False,False,True,1,2024,7.438767967670371,COCO,Computer Vision,True
paper_0100,SQuAD,2021-07-01,2022-08-05,False,400,True,False,False,1,2021,11.54160127127102,SQuAD,Speech,True
paper_0101,WikiText,2024-01-01,2025-02-04,False,400,False,False,False,0,2024,6.682203156047594,WikiText,Computer Vision,True
paper_0102,WMT,2022-06-01,2023-07-06,False,400,True,False,True,2,2022,9.221171490567647,WMT,Reinforcement Learning,True
paper_0103,SuperGLUE,2022-10-01,2022-12-07,True,67,False,False,False,0,2022,8.415375374326223,SuperGLUE,Speech,True
paper_0104,CIFAR-10,2021-10-01,2022-11-05,False,400,False,False,True,1,2021,7.8391684525820144,CIFAR-10,Computer Vision,True
paper_0105,CIFAR-100,2021-07-01,2021-07-13,True,12,True,False,True,2,2021,7.899761648649498,CIFAR-100,Computer Vision,True
paper_0106,WikiText,2021-03-01,2022-04-05,False,400,True,True,True,3,2021,9.459085533271628,WikiText,NLP,True
paper_0107,ImageNet,2024-04-01,2025-05-06,False,400,False,False,True,1,2024,8.09403442624749,ImageNet,Computer Vision,True
paper_0108,GLUE,2019-07-01,2020-08-04,False,400,False,False,False,0,2019,9.135706947542543,GLUE,Computer Vision,True
paper_0109,SuperGLUE,2022-01-01,2023-02-05,False,400,True,False,False,1,2022,7.095343668730998,SuperGLUE,NLP,True
paper_0110,WMT,2023-05-01,2024-06-04,False,400,False,False,False,0,2023,7.449752027305851,WMT,Speech,True
paper_0111,WMT,2020-04-01,2021-05-06,False,400,True,True,False,2,2020,8.764819492368101,WMT,Computer Vision,True
paper_0112,SuperGLUE,2023-05-01,2024-06-04,False,400,True,False,False,1,2023,7.791900486400727,SuperGLUE,NLP,True
paper_0113,CIFAR-100,2020-03-01,2020-04-15,True,45,True,True,True,3,2020,6.858507412501048,CIFAR-100,Computer Vision,True
paper_0114,WikiText,2024-12-01,2026-01-05,False,400,True,True,True,3,2024,7.224596880128032,WikiText,Computer Vision,True
paper_0115,SuperGLUE,2022-10-01,2023-02-14,True,136,True,True,True,3,2022,6.293171920500692,SuperGLUE,Reinforcement Learning,True
paper_0116,COCO,2022-08-01,2023-09-05,False,400,False,False,True,1,2022,10.06094684087166,COCO,Reinforcement Learning,True
paper_0117,PTB,2023-09-01,2024-10-05,False,400,True,False,True,2,2023,10.217407161165816,PTB,Computer Vision,True
paper_0118,CIFAR-10,2023-02-01,2023-12-04,True,306,True,True,True,3,2023,8.293427372866645,CIFAR-10,NLP,True
paper_0119,WMT,2022-08-01,2023-06-04,True,307,False,False,True,1,2022,8.17991229625358,WMT,Speech,True
paper_0120,GLUE,2020-04-01,2021-05-06,False,400,True,True,True,3,2020,5.117011503872769,GLUE,Reinforcement Learning,True
paper_0121,COCO,2019-08-01,2019-08-09,True,8,True,True,False,2,2019,9.953798156074132,COCO,NLP,True
paper_0122,SQuAD,2019-06-01,2019-08-23,True,83,True,True,True,3,2019,6.948389225374086,SQuAD,Speech,True
paper_0123,COCO,2022-04-01,2023-05-06,False,400,True,True,False,2,2022,7.644519357025188,COCO,Speech,True
paper_0124,SuperGLUE,2022-06-01,2023-02-12,True,256,True,True,False,2,2022,7.801648272441234,SuperGLUE,Speech,True
paper_0125,CIFAR-100,2023-02-01,2024-03-07,False,400,True,False,True,2,2023,9.280379647414248,CIFAR-100,Reinforcement Learning,True
paper_0126,SuperGLUE,2023-03-01,2024-04-04,False,400,False,False,True,1,2023,9.445080160580154,SuperGLUE,Reinforcement Learning,True
paper_0127,PTB,2022-04-01,2022-08-26,True,147,True,True,True,3,2022,7.900466980701831,PTB,Reinforcement Learning,True
paper_0128,COCO,2022-08-01,2022-11-21,True,112,False,False,True,1,2022,6.694752041395218,COCO,NLP,True
paper_0129,WMT,2020-12-01,2021-12-01,True,365,True,True,True,3,2020,8.938233419562126,WMT,NLP,True
paper_0130,WikiText,2019-04-01,2020-05-05,False,400,False,False,False,0,2019,6.439051987349313,WikiText,NLP,True
paper_0131,SQuAD,2022-08-01,2023-01-30,True,182,True,True,False,2,2022,9.10504817051677,SQuAD,Speech,True
paper_0132,GLUE,2023-02-01,2024-03-07,False,400,False,False,True,1,2023,6.706126444588852,GLUE,NLP,True
paper_0133,COCO,2022-09-01,2022-10-03,True,32,True,True,True,3,2022,10.344478493516787,COCO,NLP,True
paper_0134,SuperGLUE,2023-07-01,2024-08-04,False,400,True,True,False,2,2023,10.108727096774407,SuperGLUE,Speech,True
paper_0135,SQuAD,2019-03-01,2020-04-04,False,400,False,False,False,0,2019,4.005177313080987,SQuAD,Computer Vision,True
paper_0136,GLUE,2023-08-01,2024-09-04,False,400,False,False,False,0,2023,4.662831852244821,GLUE,Computer Vision,True
paper_0137,COCO,2022-02-01,2023-03-08,False,400,True,False,True,2,2022,12.003474205060272,COCO,Reinforcement Learning,True
paper_0138,CIFAR-10,2020-08-01,2020-11-02,True,93,True,False,True,2,2020,10.760182708294902,CIFAR-10,NLP,True
paper_0139,CIFAR-100,2020-12-01,2022-01-05,False,400,False,False,True,1,2020,7.41702004201302,CIFAR-100,Speech,True
paper_0140,CIFAR-100,2022-01-01,2022-09-25,True,267,True,True,False,2,2022,7.826310445739616,CIFAR-100,Reinforcement Learning,True
paper_0141,CIFAR-100,2021-04-01,2022-05-06,False,400,True,True,False,2,2021,8.508347784492404,CIFAR-100,Speech,True
paper_0142,CIFAR-100,2022-01-01,2022-12-01,True,334,True,False,False,1,2022,4.788913186717839,CIFAR-100,Reinforcement Learning,True
paper_0143,SuperGLUE,2022-03-01,2022-06-17,True,108,True,True,True,3,2022,7.0979899397401445,SuperGLUE,Speech,True
paper_0144,COCO,2022-11-01,2023-12-06,False,400,True,True,False,2,2022,8.90506978364267,COCO,Speech,True
paper_0145,CIFAR-10,2022-02-01,2022-03-10,True,37,True,False,False,1,2022,5.920188145748938,CIFAR-10,Reinforcement Learning,True
paper_0146,CIFAR-100,2023-08-01,2024-04-20,True,263,False,False,False,0,2023,7.946411306728673,CIFAR-100,Computer Vision,True
paper_0147,COCO,2020-12-01,2022-01-05,False,400,True,True,False,2,2020,11.262251704563743,COCO,NLP,True
paper_0148,WMT,2022-06-01,2022-08-11,True,71,True,False,True,2,2022,6.984640435068676,WMT,Speech,True
paper_0149,ImageNet,2022-09-01,2022-11-11,True,71,True,True,True,3,2022,7.477200150089755,ImageNet,Reinforcement Learning,True
paper_0150,SQuAD,2021-06-01,2021-06-14,True,13,True,True,False,2,2021,10.22397542762129,SQuAD,Reinforcement Learning,True
paper_0151,PTB,2022-05-01,2023-02-27,True,302,True,True,False,2,2022,7.350337232982755,PTB,Reinforcement Learning,True
paper_0152,SuperGLUE,2022-02-01,2022-09-15,True,226,False,False,True,1,2022,4.731409328740465,SuperGLUE,Speech,True
paper_0153,GLUE,2020-06-01,2020-07-09,True,38,True,True,False,2,2020,8.760094926918052,GLUE,Reinforcement Learning,True
paper_0154,GLUE,2023-02-01,2023-03-30,True,57,True,True,True,3,2023,9.95778707982545,GLUE,NLP,True
paper_0155,ImageNet,2023-08-01,2024-09-04,False,400,False,False,False,0,2023,9.102074604485075,ImageNet,NLP,True
paper_0156,CIFAR-10,2021-10-01,2022-11-05,False,400,False,False,True,1,2021,7.6993161548381925,CIFAR-10,NLP,True
paper_0157,ImageNet,2023-08-01,2024-04-21,True,264,True,True,False,2,2023,5.407248161472316,ImageNet,NLP,True
paper_0158,GLUE,2023-03-01,2024-04-04,False,400,False,False,False,0,2023,8.91508527239616,GLUE,NLP,True
paper_0159,CIFAR-10,2019-05-01,2019-11-01,True,184,True,True,False,2,2019,8.827598194902997,CIFAR-10,Reinforcement Learning,True
paper_0160,PTB,2021-07-01,2022-08-05,False,400,True,False,True,2,2021,4.900937460842976,PTB,Computer Vision,True
paper_0161,ImageNet,2024-04-01,2024-04-17,True,16,False,False,False,0,2024,10.408136037769768,ImageNet,Reinforcement Learning,True
paper_0162,SuperGLUE,2022-02-01,2022-08-19,True,199,False,False,False,0,2022,5.552119466475487,SuperGLUE,Reinforcement Learning,True
paper_0163,WMT,2024-02-01,2025-03-07,False,400,True,True,True,3,2024,5.533063797439789,WMT,Computer Vision,True
paper_0164,CIFAR-10,2022-09-01,2023-10-06,False,400,True,True,False,2,2022,8.322879726575398,CIFAR-10,Reinforcement Learning,True
paper_0165,SuperGLUE,2020-03-01,2020-03-30,True,29,True,True,True,3,2020,8.767223941575864,SuperGLUE,Reinforcement Learning,True
paper_0166,WMT,2023-01-01,2023-06-18,True,168,True,True,True,3,2023,8.786635678788743,WMT,Reinforcement Learning,True
paper_0167,SQuAD,2024-09-01,2025-01-07,True,128,True,False,False,1,2024,5.337534092884444,SQuAD,Reinforcement Learning,True
paper_0168,ImageNet,2021-12-01,2023-01-05,False,400,False,False,True,1,2021,10.804144294435687,ImageNet,NLP,True
paper_0169,SQuAD,2020-09-01,2020-11-10,True,70,True,True,True,3,2020,8.520531116735453,SQuAD,NLP,True
paper_0170,ImageNet,2022-06-01,2023-07-06,False,400,False,False,False,0,2022,9.093383211542626,ImageNet,Reinforcement Learning,True
paper_0171,COCO,2023-05-01,2024-06-04,False,400,True,False,True,2,2023,9.86355219481741,COCO,Reinforcement Learning,True
paper_0172,WMT,2023-12-01,2025-01-04,False,400,True,True,False,2,2023,6.060952220960042,WMT,Reinforcement Learning,True
paper_0173,COCO,2023-10-01,2023-11-12,True,42,False,False,True,1,2023,8.834380928765128,COCO,Computer Vision,True
paper_0174,CIFAR-10,2022-01-01,2022-05-09,True,128,True,False,False,1,2022,9.708921253589388,CIFAR-10,Reinforcement Learning,True
paper_0175,SQuAD,2020-04-01,2020-07-03,True,93,True,True,False,2,2020,12.577364137595344,SQuAD,Speech,True
paper_0176,SuperGLUE,2020-05-01,2020-05-04,True,3,True,True,False,2,2020,7.796368515940861,SuperGLUE,NLP,True
paper_0177,GLUE,2020-05-01,2021-05-01,True,365,True,False,True,2,2020,7.012458844503001,GLUE,Computer Vision,True
paper_0178,COCO,2022-04-01,2023-03-26,True,359,False,False,True,1,2022,7.68294085394606,COCO,Reinforcement Learning,True
paper_0179,ImageNet,2020-08-01,2020-10-08,True,68,True,True,True,3,2020,7.766685580335459,ImageNet,NLP,True
paper_0180,ImageNet,2023-08-01,2023-09-16,True,46,True,False,True,2,2023,6.788570153993323,ImageNet,Reinforcement Learning,True
paper_0181,SQuAD,2019-07-01,2020-02-12,True,226,True,True,False,2,2019,8.51843603668652,SQuAD,Reinforcement Learning,True
paper_0182,SQuAD,2024-04-01,2025-05-06,False,400,False,False,False,0,2024,8.371534984173543,SQuAD,Speech,True
paper_0183,CIFAR-100,2021-12-01,2022-12-01,True,365,True,False,False,1,2021,8.376832016594857,CIFAR-100,Reinforcement Learning,True
paper_0184,COCO,2024-07-01,2024-07-08,True,7,False,False,True,1,2024,6.239076070355188,COCO,NLP,True
paper_0185,COCO,2023-12-01,2025-01-04,False,400,True,False,True,2,2023,11.598543150038,COCO,Speech,True
paper_0186,PTB,2022-10-01,2023-11-05,False,400,False,False,False,0,2022,8.403401119833093,PTB,NLP,True
paper_0187,CIFAR-10,2021-07-01,2022-08-05,False,400,True,False,False,1,2021,7.670873857982811,CIFAR-10,Computer Vision,True
paper_0188,CIFAR-10,2023-07-01,2024-08-04,False,400,False,False,True,1,2023,9.211079556160808,CIFAR-10,Reinforcement Learning,True
paper_0189,SuperGLUE,2023-02-01,2024-03-07,False,400,False,False,False,0,2023,9.81868003621075,SuperGLUE,Speech,True
paper_0190,ImageNet,2021-05-01,2022-06-05,False,400,False,False,True,1,2021,7.920522190387651,ImageNet,Reinforcement Learning,True
paper_0191,WikiText,2021-08-01,2022-09-05,False,400,True,False,False,1,2021,6.287386861113701,WikiText,NLP,True
paper_0192,SuperGLUE,2020-10-01,2021-11-05,False,400,False,False,False,0,2020,6.2989590915814,SuperGLUE,Reinforcement Learning,True
paper_0193,ImageNet,2023-10-01,2023-10-07,True,6,True,True,True,3,2023,3.5735453039463376,ImageNet,NLP,True
paper_0194,WikiText,2021-08-01,2021-12-04,True,125,False,False,True,1,2021,5.787383637543316,WikiText,Reinforcement Learning,True
paper_0195,WMT,2019-07-01,2019-07-01,True,0,True,True,True,3,2019,7.284565635461512,WMT,NLP,True
paper_0196,CIFAR-10,2019-10-01,2020-11-04,False,400,True,True,False,2,2019,13.116398571336504,CIFAR-10,Reinforcement Learning,True
paper_0197,WMT,2022-03-01,2023-04-05,False,400,True,True,True,3,2022,9.655700191924836,WMT,Reinforcement Learning,True
paper_0198,ImageNet,2020-07-01,2021-02-25,True,239,True,True,True,3,2020,10.955060162110524,ImageNet,NLP,True
paper_0199,WMT,2020-06-01,2020-11-29,True,181,True,False,True,2,2020,9.764431564933616,WMT,Speech,True
paper_0200,WMT,2021-11-01,2021-11-05,True,4,True,False,True,2,2021,8.697288688668442,WMT,Computer Vision,True
paper_0201,SuperGLUE,2022-05-01,2022-08-19,True,110,True,True,True,3,2022,5.398196486971749,SuperGLUE,Reinforcement Learning,True
paper_0202,PTB,2023-06-01,2024-07-05,False,400,False,False,False,0,2023,11.544503193339487,PTB,NLP,True
paper_0203,WikiText,2019-08-01,2020-09-04,False,400,False,False,False,0,2019,7.651249939269379,WikiText,NLP,True
paper_0204,PTB,2021-10-01,2022-11-05,False,400,False,False,False,0,2021,6.6146768843397945,PTB,Computer Vision,True
paper_0205,COCO,2021-11-01,2022-01-16,True,76,False,False,False,0,2021,12.066610597206928,COCO,Reinforcement Learning,True
paper_0206,SuperGLUE,2024-02-01,2025-03-07,False,400,True,True,True,3,2024,6.941894645307411,SuperGLUE,Speech,True
paper_0207,COCO,2020-01-01,2021-02-04,False,400,True,False,False,1,2020,7.737194187955524,COCO,Computer Vision,True
paper_0208,WikiText,2020-02-01,2021-03-07,False,400,False,False,False,0,2020,10.29727469885743,WikiText,Speech,True
paper_0209,SuperGLUE,2022-05-01,2023-06-05,False,400,False,False,True,1,2022,8.172287766092749,SuperGLUE,NLP,True
paper_0210,WMT,2021-08-01,2022-09-05,False,400,True,False,False,1,2021,10.238525889550527,WMT,Reinforcement Learning,True
paper_0211,GLUE,2022-04-01,2023-05-06,False,400,True,True,True,3,2022,7.926933300162779,GLUE,NLP,True
paper_0212,WikiText,2024-08-01,2025-09-05,False,400,False,False,False,0,2024,8.918994612141384,WikiText,Reinforcement Learning,True
paper_0213,CIFAR-10,2022-06-01,2023-07-06,False,400,True,False,False,1,2022,7.8443256059743955,CIFAR-10,Reinforcement Learning,True
paper_0214,GLUE,2019-12-01,2020-09-09,True,283,True,False,False,1,2019,7.474433222035063,GLUE,Computer Vision,True
paper_0215,SQuAD,2022-12-01,2023-01-02,True,32,True,True,False,2,2022,9.705547350244439,SQuAD,Computer Vision,True
paper_0216,SuperGLUE,2023-12-01,2024-10-05,True,309,True,False,True,2,2023,7.1927030735160065,SuperGLUE,Reinforcement Learning,True
