sample_id,annotator_id,judgment
51569,3,False
159173,1,False
159173,2,False
159173,3,False
31889,1,True
31889,2,True
31889,3,True
51416,1,False
51416,2,False
51416,3,False
80524,1,False
80524,2,False
80524,3,False
63521,1,True
63521,2,True
63521,3,True
80563,1,True
80563,2,False
80563,3,False
49148,1,False
49148,2,False
49148,3,False
28399,1,False
28399,2,True
28399,3,True
79502,1,True
79502,2,True
79502,3,True
15052,1,False
15052,2,False
15052,3,False
6798,1,False
6798,2,False
6798,3,False
110564,1,True
110564,2,True
110564,3,True
46059,1,True
46059,2,True
46059,3,True
11961,1,False
11961,2,False
11961,3,False
33990,1,False
33990,2,False
33990,3,False
111701,1,True
111701,2,True
111701,3,True
156532,1,True
156532,2,True
156532,3,False
76991,1,False
76991,2,False
76991,3,False
110654,1,True
110654,2,False
110654,3,True
73537,1,True
73537,2,True
73537,3,True
46094,1,False
46094,2,True
46094,3,True
36010,1,True
36010,2,True
36010,3,True
44279,1,True
44279,2,True
44279,3,True
82303,1,False
82303,2,False
82303,3,False
47092,1,True
47092,2,True
47092,3,False
119423,1,False
119423,2,False
119423,3,False
36438,1,False
36438,2,True
36438,3,False
37493,1,True
37493,2,True
37493,3,False
37890,1,False
37890,2,False
37890,3,False
115318,1,False
115318,2,True
115318,3,True
36041,1,False
36041,2,True
36041,3,True
115012,1,False
115012,2,False
115012,3,True
15158,1,False
15158,2,False
15158,3,False
35185,1,True
35185,2,True
35185,3,True
42892,1,False
42892,2,False
42892,3,False
117343,1,True
117343,2,True
117343,3,False
15536,1,True
15536,2,True
15536,3,True
28682,1,False
28682,2,False
28682,3,False
59730,1,True
59730,2,True
59730,3,True
80261,1,False
80261,2,True
80261,3,True
125827,1,True
125827,2,True
125827,3,False
71185,1,True
71185,2,True
71185,3,True
83869,1,False
83869,2,True
83869,3,True
5007,1,True
5007,2,True
5007,3,True
63347,1,True
63347,2,True
63347,3,True
84563,1,False
84563,2,False
84563,3,True
69575,1,False
69575,2,True
69575,3,False
110684,1,False
110684,2,True
110684,3,False
12472,1,True
12472,2,False
12472,3,True
39701,1,False
39701,2,False
39701,3,False
67429,1,True
67429,2,False
67429,3,False
33654,1,True
33654,2,False
33654,3,False
134676,1,True
134676,2,True
134676,3,True
11062,1,False
11062,2,True
11062,3,True
132643,1,False
132643,2,False
132643,3,False
77321,1,False
77321,2,True
77321,3,False
60861,1,False
60861,2,False
60861,3,False
84316,1,True
84316,2,False
84316,3,False
56535,1,True
56535,2,False
56535,3,True
85008,1,False
85008,2,True
85008,3,False
54213,1,False
54213,2,False
54213,3,False
140309,1,False
140309,2,True
140309,3,False
151585,1,False
151585,2,False
151585,3,True
35539,1,False
35539,2,False
35539,3,False
57475,1,False
57475,2,False
57475,3,False
135766,1,False
135766,2,False
135766,3,False
91115,1,False
91115,2,False
91115,3,True
105548,1,False
105548,2,True
105548,3,False
14027,1,True
14027,2,True
14027,3,True
131050,1,False
131050,2,False
131050,3,False
150675,1,True
150675,2,True
150675,3,True
56010,1,False
56010,2,False
56010,3,False
64764,1,True
64764,2,False
64764,3,False
68552,1,False
68552,2,True
68552,3,True
70562,1,True
70562,2,False
70562,3,False
49656,1,False
49656,2,False
49656,3,False
28648,1,True
28648,2,True
28648,3,True
34292,1,True
34292,2,False
34292,3,True
1032,1,False
1032,2,False
1032,3,False
41339,1,True
41339,2,True
41339,3,True
147495,1,True
147495,2,True
147495,3,True
19418,1,False
19418,2,False
19418,3,False
12875,1,False
12875,2,True
12875,3,True
158538,1,True
158538,2,True
158538,3,True
62371,1,True
62371,2,True
62371,3,True
158872,1,False
158872,2,False
158872,3,False
141986,1,True
141986,2,True
141986,3,False
28086,1,False
28086,2,False
28086,3,False
55996,1,False
55996,2,False
55996,3,False
125722,1,True
125722,2,True
125722,3,True
134701,1,False
134701,2,True
134701,3,True
142439,1,False
142439,2,False
142439,3,False
112623,1,False
112623,2,False
112623,3,False
158782,1,True
158782,2,True
158782,3,True
156476,1,False
156476,2,True
156476,3,True
146230,1,True
146230,2,True
146230,3,True
36506,1,True
36506,2,True
36506,3,False
65952,1,True
65952,2,True
65952,3,False
54814,1,True
54814,2,False
54814,3,False
18662,1,False
18662,2,False
18662,3,False
18532,1,False
18532,2,False
18532,3,False
56868,1,False
56868,2,False
56868,3,False
141698,1,False
141698,2,False
141698,3,False
37439,1,True
37439,2,True
37439,3,True
55957,1,False
55957,2,False
55957,3,False
22040,1,False
22040,2,True
22040,3,True
114092,1,True
114092,2,True
114092,3,True
68993,1,False
68993,2,False
68993,3,True
59995,1,True
59995,2,False
59995,3,False
124694,1,False
124694,2,False
124694,3,False
59111,1,False
59111,2,False
59111,3,False
12549,1,True
12549,2,True
12549,3,True
63434,1,False
63434,2,False
63434,3,True
46558,1,True
46558,2,True
46558,3,True
145689,1,False
145689,2,False
145689,3,False
134254,1,False
134254,2,True
134254,3,True
110837,1,False
110837,2,False
110837,3,True
73366,1,False
73366,2,False
73366,3,False
8912,1,False
8912,2,True
8912,3,False
43201,1,True
43201,2,True
43201,3,True
67444,1,True
67444,2,True
67444,3,False
54466,1,True
54466,2,True
54466,3,True
49220,1,True
49220,2,True
49220,3,True
54867,1,True
54867,2,True
54867,3,True
74585,1,False
74585,2,False
74585,3,False
120804,1,False
120804,2,True
120804,3,True
119288,1,True
119288,2,False
119288,3,False
51660,1,False
51660,2,False
51660,3,True
155044,1,False
155044,2,False
155044,3,True
159871,1,False
159871,2,False
159871,3,False
146790,1,True
146790,2,False
146790,3,False
71570,1,False
71570,2,True
71570,3,False
134365,1,False
134365,2,False
134365,3,True
111035,1,False
111035,2,False
111035,3,False
34854,1,False
34854,2,False
34854,3,False
109509,1,True
109509,2,False
109509,3,False
81253,1,False
81253,2,False
81253,3,False
50762,1,True
50762,2,True
50762,3,True
144809,1,False
144809,2,False
144809,3,False
129823,1,True
129823,2,True
129823,3,False
24500,1,True
24500,2,True
24500,3,False
83545,1,False
83545,2,False
83545,3,False
114986,1,False
114986,2,True
114986,3,True
87581,1,True
87581,2,True
87581,3,True
80997,1,False
80997,2,False
80997,3,False
103054,1,True
103054,2,True
103054,3,True
158160,1,True
158160,2,False
158160,3,False
74137,1,False
74137,2,False
74137,3,False
141653,1,False
141653,2,False
141653,3,False
12452,1,True
12452,2,True
12452,3,True
151750,1,False
151750,2,False
151750,3,False
110125,1,True
110125,2,True
110125,3,False
82297,1,False
82297,2,False
82297,3,False
138042,1,False
138042,2,True
138042,3,True
133460,1,True
133460,2,True
133460,3,True
2116,1,False
2116,2,True
2116,3,True
34534,1,True
34534,2,True
34534,3,True
5780,1,False
5780,2,False
5780,3,False
24829,1,False
24829,2,True
24829,3,True
48434,1,False
48434,2,True
48434,3,False
35847,1,True
35847,2,True
35847,3,True
26576,1,False
26576,2,False
26576,3,False
142626,1,False
142626,2,False
142626,3,False
25223,1,False
25223,2,True
25223,3,True
68414,1,True
68414,2,True
68414,3,True
125929,1,True
125929,2,True
125929,3,False
134240,1,False
134240,2,False
134240,3,False
46293,1,False
46293,2,True
46293,3,True
54707,1,False
54707,2,False
54707,3,False
80893,1,True
80893,2,True
80893,3,True
117894,1,True
117894,2,True
117894,3,True
154451,1,False
154451,2,False
154451,3,True
97395,1,False
97395,2,False
97395,3,False
157668,1,False
157668,2,False
157668,3,False
9531,1,True
9531,2,True
9531,3,True
126989,1,False
126989,2,False
126989,3,False
86205,1,True
86205,2,True
86205,3,True
41804,1,True
41804,2,True
41804,3,True
118148,1,False
118148,2,True
118148,3,False
136357,1,True
136357,2,False
136357,3,True
48575,1,False
48575,2,False
48575,3,False
37370,1,True
37370,2,True
37370,3,False
18086,1,False
18086,2,False
18086,3,True
52830,1,True
52830,2,False
52830,3,True
125589,1,False
125589,2,True
125589,3,True
8443,1,False
8443,2,True
8443,3,False
114475,1,True
114475,2,True
114475,3,True
46052,1,True
46052,2,True
46052,3,True
21829,1,True
21829,2,True
21829,3,True
63713,1,False
63713,2,False
63713,3,False
44717,1,False
44717,2,False
44717,3,False
54834,1,False
54834,2,True
54834,3,False
13742,1,False
13742,2,True
13742,3,False
116227,1,False
116227,2,False
116227,3,False
148953,1,True
148953,2,False
148953,3,False
110756,1,True
110756,2,True
110756,3,True
3241,1,True
3241,2,True
3241,3,True
110516,1,True
110516,2,False
110516,3,True
107968,1,True
107968,2,True
107968,3,False
82096,1,False
82096,2,False
82096,3,True
99729,1,False
99729,2,False
99729,3,False
56356,1,False
56356,2,True
56356,3,False
94299,1,False
94299,2,False
94299,3,False
7852,1,True
7852,2,True
7852,3,True
53083,1,False
53083,2,False
53083,3,False
120966,1,False
120966,2,False
120966,3,False
54810,1,False
54810,2,False
54810,3,False
71979,1,True
71979,2,True
71979,3,True
160535,1,False
160535,2,True
160535,3,True
59924,1,True
59924,2,True
59924,3,False
18034,1,False
18034,2,False
18034,3,False
48939,1,True
48939,2,True
48939,3,True
118521,1,True
118521,2,True
118521,3,True
64456,1,False
64456,2,False
64456,3,False
143531,1,False
143531,2,False
143531,3,False
73368,1,False
73368,2,True
73368,3,True
109163,1,True
109163,2,False
109163,3,False
114641,1,False
114641,2,False
114641,3,False
81555,1,False
81555,2,False
81555,3,True
107702,1,False
107702,2,False
107702,3,False
126422,1,True
126422,2,True
126422,3,True
154110,1,True
154110,2,True
154110,3,False
87899,1,False
87899,2,False
87899,3,False
149157,1,False
149157,2,False
149157,3,False
106856,1,False
106856,2,False
106856,3,True
108954,1,False
108954,2,True
108954,3,True
38851,1,True
38851,2,True
38851,3,True
120549,1,True
120549,2,True
120549,3,False
1946,1,True
1946,2,False
1946,3,False
96394,1,False
96394,2,False
96394,3,False
17070,1,False
17070,2,False
17070,3,False
59860,1,False
59860,2,True
59860,3,True
91113,1,True
91113,2,True
91113,3,True
70075,1,True
70075,2,True
70075,3,True
83531,1,False
83531,2,False
83531,3,True
110601,1,True
110601,2,True
110601,3,True
144290,1,False
144290,2,True
144290,3,False
142053,1,True
142053,2,True
142053,3,True
63632,1,False
63632,2,True
63632,3,False
133977,1,False
133977,2,False
133977,3,False
104072,1,False
104072,2,False
104072,3,False
22885,1,False
22885,2,False
22885,3,False
40677,1,True
40677,2,True
40677,3,True
55721,1,True
55721,2,True
55721,3,True
131267,1,True
131267,2,True
131267,3,True
142006,1,True
142006,2,True
142006,3,True
100043,1,False
100043,2,False
100043,3,True
60149,1,False
60149,2,False
60149,3,False
106714,1,False
106714,2,True
106714,3,True
88791,1,False
88791,2,False
88791,3,False
122794,1,True
122794,2,True
122794,3,True
25272,1,True
25272,2,True
25272,3,True
26288,1,False
26288,2,False
26288,3,False
125794,1,True
125794,2,True
125794,3,True
70126,1,False
70126,2,True
70126,3,True
133101,1,True
133101,2,False
133101,3,False
108901,1,True
108901,2,True
108901,3,False
81564,1,False
81564,2,False
81564,3,False
50432,1,False
50432,2,False
50432,3,False
123221,1,True
123221,2,False
123221,3,True
45766,1,False
45766,2,False
45766,3,False
5758,1,False
5758,2,False
5758,3,False
128397,1,False
128397,2,False
128397,3,True
83098,1,True
83098,2,True
83098,3,True
140314,1,True
140314,2,False
140314,3,True
23415,1,False
23415,2,False
23415,3,False
41108,1,False
41108,2,True
41108,3,False
107769,1,True
107769,2,True
107769,3,False
150201,1,False
150201,2,False
150201,3,False
64382,1,False
64382,2,False
64382,3,False
40535,1,False
40535,2,False
40535,3,True
48129,1,True
48129,2,False
48129,3,True
117390,1,False
117390,2,False
117390,3,True
116528,1,True
116528,2,True
116528,3,True
73135,1,True
73135,2,False
73135,3,True
114294,1,False
114294,2,False
114294,3,False
110017,1,False
110017,2,False
110017,3,False
15741,1,True
15741,2,True
15741,3,True
93065,1,True
93065,2,True
93065,3,True
144431,1,True
144431,2,True
144431,3,True
46258,1,False
46258,2,False
46258,3,False
75568,1,True
75568,2,False
75568,3,False
139906,1,True
139906,2,True
139906,3,False
156980,1,True
156980,2,True
156980,3,False
87102,1,True
87102,2,True
87102,3,True
86655,1,True
86655,2,False
86655,3,True
83987,1,True
83987,2,False
83987,3,False
44697,1,False
44697,2,False
44697,3,False
94996,1,True
94996,2,True
94996,3,True
89731,1,False
89731,2,False
89731,3,False
74971,1,False
74971,2,False
74971,3,False
108237,1,False
108237,2,False
108237,3,False
23703,1,False
23703,2,False
23703,3,True
2616,1,False
2616,2,False
2616,3,False
155506,1,True
155506,2,True
155506,3,True
38605,1,False
38605,2,True
38605,3,False
23142,1,False
23142,2,False
23142,3,False
59731,1,False
59731,2,False
59731,3,False
23346,1,False
23346,2,False
23346,3,False
122739,1,False
122739,2,False
122739,3,False
137995,1,True
137995,2,True
137995,3,True
54663,1,True
54663,2,True
54663,3,True
88557,1,True
88557,2,True
88557,3,True
74840,1,False
74840,2,False
74840,3,True
108162,1,False
108162,2,False
108162,3,False
13944,1,True
13944,2,True
13944,3,True
94880,1,False
94880,2,False
94880,3,False
132667,1,False
132667,2,False
132667,3,False
125204,1,True
125204,2,False
125204,3,True
155315,1,False
155315,2,True
155315,3,True
101658,1,False
101658,2,False
101658,3,False
155173,1,False
155173,2,False
155173,3,False
129390,1,False
129390,2,False
129390,3,False
113984,1,True
113984,2,True
113984,3,True
66564,1,False
66564,2,False
66564,3,False
63695,1,False
63695,2,False
63695,3,False
69172,1,True
69172,2,False
69172,3,True
48961,1,True
48961,2,False
48961,3,False
26705,1,False
26705,2,False
26705,3,True
107935,1,True
107935,2,True
107935,3,True
134628,1,False
134628,2,False
134628,3,False
150680,1,False
150680,2,False
150680,3,False
122340,1,True
122340,2,False
122340,3,False
107342,1,True
107342,2,True
107342,3,True
100321,1,True
100321,2,True
100321,3,True
153604,1,False
153604,2,False
153604,3,False
95473,1,True
95473,2,True
95473,3,False
140137,1,True
140137,2,True
140137,3,True
160482,1,True
160482,2,True
160482,3,False
53963,1,True
53963,2,True
53963,3,True
91888,1,True
91888,2,True
91888,3,True
23683,1,True
23683,2,False
23683,3,True
134463,1,False
134463,2,False
134463,3,False
111919,1,False
111919,2,False
111919,3,False
85394,1,False
85394,2,False
85394,3,True
89385,1,True
89385,2,True
89385,3,True
144771,1,True
144771,2,True
144771,3,True
56457,1,False
56457,2,True
56457,3,False
131397,1,True
131397,2,False
131397,3,False
83213,1,False
83213,2,False
83213,3,False
92767,1,True
92767,2,True
92767,3,True
117364,1,False
117364,2,False
117364,3,False
102586,1,True
102586,2,True
102586,3,False
93982,1,False
93982,2,False
93982,3,False
111889,1,False
111889,2,True
111889,3,False
106318,1,True
106318,2,False
106318,3,True
56424,1,True
56424,2,True
56424,3,False
156293,1,False
156293,2,False
156293,3,False
11184,1,True
11184,2,True
11184,3,True
35146,1,False
35146,2,True
35146,3,True
88580,1,False
88580,2,False
88580,3,True
52806,1,False
52806,2,False
52806,3,False
140175,1,True
140175,2,True
140175,3,True
142830,1,True
142830,2,False
142830,3,True
105745,1,False
105745,2,False
105745,3,False
51490,1,True
51490,2,True
51490,3,True
151219,1,False
151219,2,False
151219,3,False
107549,1,False
107549,2,False
107549,3,True
88524,1,True
88524,2,False
88524,3,True
96009,1,True
96009,2,True
96009,3,True
32525,1,False
32525,2,False
32525,3,True
56881,1,False
56881,2,False
56881,3,False
61569,1,False
61569,2,False
61569,3,True
150066,1,True
150066,2,True
150066,3,True
145356,1,False
145356,2,False
145356,3,False
135638,1,True
135638,2,True
135638,3,True
100730,1,False
100730,2,False
100730,3,False
86516,1,True
86516,2,False
86516,3,True
103146,1,False
103146,2,False
103146,3,False
16965,1,False
16965,2,False
16965,3,False
150776,1,True
150776,2,True
150776,3,True
108796,1,True
108796,2,True
108796,3,True
132446,1,True
132446,2,False
132446,3,False
151999,1,False
151999,2,False
151999,3,False
119974,1,False
119974,2,True
119974,3,True
152142,1,True
152142,2,False
152142,3,False
108066,1,True
108066,2,True
108066,3,True
83473,1,False
83473,2,False
83473,3,False
67401,1,False
67401,2,False
67401,3,False
11075,1,False
11075,2,False
11075,3,False
14510,1,True
14510,2,True
14510,3,True
120853,1,True
120853,2,True
120853,3,True
146063,1,True
146063,2,True
146063,3,False
155486,1,True
155486,2,True
155486,3,True
143580,1,True
143580,2,True
143580,3,True
145455,1,False
145455,2,False
145455,3,True
58971,1,False
58971,2,True
58971,3,False
120441,1,False
120441,2,False
120441,3,False
89371,1,True
89371,2,False
89371,3,True
91690,1,True
91690,2,True
91690,3,True
20718,1,False
20718,2,False
20718,3,False
86270,1,False
86270,2,False
86270,3,False
88590,1,False
88590,2,True
88590,3,False
137343,1,False
137343,2,False
137343,3,False
88137,1,False
88137,2,False
88137,3,False
101954,1,True
101954,2,False
101954,3,False
119059,1,True
119059,2,True
119059,3,True
153923,1,False
153923,2,False
153923,3,False
160222,1,False
160222,2,False
160222,3,False
13323,1,True
13323,2,False
13323,3,False
140344,1,True
140344,2,True
140344,3,True
136472,1,True
136472,2,False
136472,3,False
90460,1,False
90460,2,False
90460,3,False
157869,1,False
157869,2,False
157869,3,False
123055,1,False
123055,2,False
123055,3,False
36302,1,False
36302,2,True
36302,3,False
138919,1,True
138919,2,True
138919,3,False
112732,1,False
112732,2,False
112732,3,False
26839,1,False
26839,2,False
26839,3,False
126241,1,False
126241,2,False
126241,3,False
158095,1,False
158095,2,False
158095,3,False
105196,1,False
105196,2,False
105196,3,False
39056,1,False
39056,2,False
39056,3,False
48931,1,True
48931,2,True
48931,3,True
143963,1,True
143963,2,True
143963,3,True
99379,1,False
99379,2,False
99379,3,False
132522,1,True
132522,2,True
132522,3,True
119853,1,False
119853,2,True
119853,3,True
86578,1,False
86578,2,False
86578,3,False
69341,1,True
69341,2,True
69341,3,True
50397,1,False
50397,2,False
50397,3,False
134782,1,True
134782,2,True
134782,3,True
86359,1,True
86359,2,True
86359,3,False
146825,1,True
146825,2,False
146825,3,True
133344,1,True
133344,2,True
133344,3,True
107186,1,True
107186,2,True
107186,3,True
88272,1,True
88272,2,True
88272,3,True
103650,1,False
103650,2,False
103650,3,False
43958,1,False
43958,2,False
43958,3,False
